"First Name","Last Name","Nickname","Record","Wins","Losses","Draws","Height","Weight","Reach","Stance","SLpM","Str. Acc","SApM","Str. Def","TD Avg","TD Acc","TD Def","Sub. Avg","URL"
"Brandon","Cash","Money","5-3-0",5,3,0,77,255,NA,"Orthodox",5.42,0.72,0.68,0.33,10.17,0.66,0,0,"http://fightmetric.com/fighter-details/3993f7dcb7caf42a"
"Cortney","Casey","Cast Iron","6-4-0",6,4,0,67,115,67,"Orthodox",3.78,0.43,3.91,0.51,0.58,0.66,0.23,0.3,"http://fightmetric.com/fighter-details/5f179af5fffeb9f6"
"Kevin","Casey","King","9-5-1",9,5,1,71,185,77,"Southpaw",2.27,0.53,3.76,0.46,0.79,0.22,0.27,0.4,"http://fightmetric.com/fighter-details/8d9586726252dbf7"
"Johnny","Case","Hollywood","22-5-0",22,5,0,70,155,72,"Orthodox",3.44,0.4,2.01,0.59,2.1,0.47,0.75,0,"http://fightmetric.com/fighter-details/1f4b04a926ef1287"
"Shane","Carwin","The Engineer","12-2-0",12,2,0,74,265,80,"Orthodox",4.38,0.47,3.53,0.53,1.42,0.33,0.42,0,"http://fightmetric.com/fighter-details/68dd7b3783c19f9c"
"Rafael","Carvalho",NA,"12-1-0",12,1,0,75,185,NA,NA,1.94,0.5,1.84,0.54,2.77,0.4,0.7,0,"http://fightmetric.com/fighter-details/620d8710e89cfeae"
"Antonio","Carvalho","Pato","15-6-0",15,6,0,69,145,68,"Orthodox",3.03,0.29,3.62,0.64,0,0,1,0,"http://fightmetric.com/fighter-details/fef3d17e27e916e7"
"Bruno","Carvalho",NA,"6-2-0",6,2,0,68,154,NA,NA,0.6,0.45,0.93,0.53,0,0,0.66,4,"http://fightmetric.com/fighter-details/456c02115efc4a01"
"Shonie","Carter","Mr. International","50-27-7",50,27,7,70,170,NA,"Southpaw",1.62,0.36,2.32,0.47,0.75,0.66,0.75,0,"http://fightmetric.com/fighter-details/7b6e40a73b567072"
"Scott","Carson",NA,"4-2-0",4,2,0,74,215,NA,NA,0.62,0.66,6.22,0.23,0,0,0,0,"http://fightmetric.com/fighter-details/1e3302f9ab6f549a"
"Jonny","Carson",NA,"9-5-0",9,5,0,70,155,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/0d49ddc07bd8c747"
"Roger","Carroll","The Leprechaun","16-12-0",16,12,0,70,170,NA,NA,7.62,0.61,10.48,0.43,0,0,1,0,"http://fightmetric.com/fighter-details/572a89dbe1f76761"
"Cain","Carrizosa","The Insane","6-2-0",6,2,0,68,155,74,"Orthodox",2.72,0.42,5.8,0.51,0,0,0.14,0,"http://fightmetric.com/fighter-details/064b7dc68d786254"
"Cody","Carrillo",NA,"8-11-0",8,11,0,70,155,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/9346efb4bbaedd08"
"Gabriel","Carrasco",NA,"7-0-0",7,0,0,66,135,NA,NA,4.15,0.37,1.53,0.8,0,0,1,0,"http://fightmetric.com/fighter-details/89ed44801968b8e3"
"Renato","Moicano","Moicano","10-0-1",10,0,1,71,145,72,"Orthodox",3.91,0.38,2.64,0.64,0.64,0.5,0.62,0.6,"http://fightmetric.com/fighter-details/b6452706b373eea1"
"Roan","Carneiro","Jucao","21-11-0",21,11,0,71,170,74,"Orthodox",1.46,0.46,1.82,0.62,3.05,0.42,0.83,1.4,"http://fightmetric.com/fighter-details/1c86754617d9813a"
"Liz","Carmouche","Girlrilla","10-5-0",10,5,0,66,135,66,"Orthodox",3.27,0.54,2.8,0.6,2.81,0.46,0.66,0.2,"http://fightmetric.com/fighter-details/51a0c09cbe9b8472"
"Francis","Carmont","Limitless","23-10-0",23,10,0,75,205,78,"Orthodox",2.22,0.42,1.64,0.59,1.79,0.36,0.73,0.6,"http://fightmetric.com/fighter-details/3591d0d5d382a381"
"Antonio","Carlos Junior","Cara de Sapato","8-2-0",8,2,0,74,185,79,"Orthodox",1.91,0.43,1.94,0.53,4,0.44,0.58,0.7,"http://fightmetric.com/fighter-details/52e76bb4b3e852f3"
"Don","Carlo-Clauss",NA,"7-5-0",7,5,0,NA,170,NA,NA,1.44,0.3,7.68,0.43,0,0,0.66,0,"http://fightmetric.com/fighter-details/f59a6de8a5dfe297"
"Rafael","Carino",NA,"2-1-1",2,1,1,80,245,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/08a7080ff5904661"
"Ronald","Carillo",NA,"2-1-0",2,1,0,NA,125,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/cbd022eaf2ac546a"
"Chris","Cariaso","Kamikaze","17-8-0",17,8,0,63,125,63,"Southpaw",3.35,0.43,2.23,0.61,1.11,0.39,0.57,0.8,"http://fightmetric.com/fighter-details/b2e3aca4cd363477"
"Edgar","Cardenas","Kitty Katt","3-1-0",3,1,0,NA,145,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/99a86b134dccc166"
"Phil","Cardella",NA,"8-5-0",8,5,0,71,155,NA,NA,2.47,0.5,2,0.57,0,0,0.11,2.5,"http://fightmetric.com/fighter-details/f6a7b02c42e9fc5b"
"Remo","Cardarelli",NA,"5-2-0",5,2,0,NA,135,NA,NA,2.27,0.47,1.47,0.59,0,0,1,0,"http://fightmetric.com/fighter-details/e5512a6aed150d8f"
"Bryan","Caraway","Kid Lightning","21-8-0",21,8,0,68,135,68,"Orthodox",2.25,0.33,3.07,0.57,2.82,0.34,0.8,0.9,"http://fightmetric.com/fighter-details/5ef0088c1b19beeb"
"Dos","Caras Jr.",NA,"9-5-0",9,5,0,76,225,NA,"Orthodox",0.77,0.23,1.2,0.59,0,0,0.72,0,"http://fightmetric.com/fighter-details/155a02a8b4311057"
"Gina","Carano","Conviction","7-1-0",7,1,0,68,145,NA,"Orthodox",4.5,0.47,2.66,0.64,1.24,0.8,0.81,1.6,"http://fightmetric.com/fighter-details/899eaba48fa864a6"
"Frank","Caracci",NA,"2-3-0",2,3,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/44f9c777fed7ca03"
"Steve","Cantwell","The Robot","7-6-0",7,6,0,74,185,75,"Orthodox",3.63,0.34,5.76,0.55,0.65,0.3,0.8,0.7,"http://fightmetric.com/fighter-details/f1f9e48a0d150757"
"Bo","Cantrell","Redrum","10-10-0",10,10,0,74,235,NA,"Orthodox",3.16,0.16,12.63,0,0,0,0,0,"http://fightmetric.com/fighter-details/6750e338922a099d"
"Cody","Canterbury",NA,"1-10-0",1,10,0,68,155,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/23100e8f71f25a4a"
"Jose","Canseco",NA,"0-1-0",0,1,0,76,240,NA,"Orthodox",0.78,0.1,4.68,0.62,0,0,0,0,"http://fightmetric.com/fighter-details/03da33a102d9a45f"
"Jared","Cannonier","The Killa Gorilla","9-2-0",9,2,0,71,205,77,"Switch",3.28,0.6,2.63,0.64,0,0,0.3,0,"http://fightmetric.com/fighter-details/13a0275fa13c4d26"
"Guido","Cannetti","Ninja","7-3-0",7,3,0,66,135,68,"Southpaw",3.08,0.54,2.07,0.55,3.45,0.55,0.93,0,"http://fightmetric.com/fighter-details/d05412b513b19621"
"Luiz","Cane","Banha","12-5-0",12,5,0,74,185,77,"Southpaw",4.79,0.41,5,0.6,0.56,0.28,1,0.3,"http://fightmetric.com/fighter-details/24b033b3daf1c9df"
"Asbel","Cancio",NA,"0-1-0",0,1,0,70,225,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/2a7afe14b3a0a058"
"Chico","Camus","The King","14-7-0",14,7,0,66,125,66,"Orthodox",2.58,0.41,2.46,0.64,0.77,0.4,0.72,0.4,"http://fightmetric.com/fighter-details/32be4b7f7de1c905"
"Will","Campuzano",NA,"13-6-0",13,6,0,69,125,70,"Orthodox",2.43,0.31,3.82,0.57,0.88,0.45,0.48,0.2,"http://fightmetric.com/fighter-details/901cddcbfa079097"
"Derek","Campos","The Stallion","16-6-0",16,6,0,69,155,NA,NA,2.41,0.23,10.34,0.44,0,0,0,0,"http://fightmetric.com/fighter-details/aa8dc72b3a1f761c"
"Wagner","Campos","Galeto","11-4-0",11,4,0,66,145,NA,"Southpaw",1.54,0.41,2.53,0.51,2.71,1,0,0,"http://fightmetric.com/fighter-details/db6d5f691aea3fd3"
"John","Campetella",NA,"0-1-0",0,1,0,69,235,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/31bbd46d57dfbcb7"
"Shane","Campbell","Shaolin","12-6-0",12,6,0,72,155,71,"Orthodox",3.99,0.59,3.19,0.55,1.36,0.28,0.82,0,"http://fightmetric.com/fighter-details/784285b7ae7dd85f"
"Thomas","Campbell",NA,"2-1-0",2,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/d060014a5a039829"
"Mike","Campbell","The Beast","9-4-0",9,4,0,69,155,NA,"Southpaw",1.4,0.26,1.4,0.63,5.26,1,0,0,"http://fightmetric.com/fighter-details/f5585e675af7afd4"
"Brian","Camozzi","The Mantis","7-3-0",7,3,0,74,170,78,"Orthodox",1.71,0.31,6.55,0.48,0,0,0,2.3,"http://fightmetric.com/fighter-details/1999ffb5cebc314f"
"Chris","Camozzi",NA,"24-12-0",24,12,0,74,185,76,"Orthodox",3.78,0.44,2.99,0.57,0.29,0.19,0.59,0.4,"http://fightmetric.com/fighter-details/6c2030e0a143a94b"
"Fabricio","Camoes","Morango","14-9-1",14,9,1,70,155,73,"Orthodox",1.29,0.33,1.85,0.61,2.34,0.32,0.2,1.5,"http://fightmetric.com/fighter-details/7abe471b61725980"
"Joe","Camacho",NA,"13-16-3",13,16,3,69,155,NA,"Orthodox",0.31,0.17,5,0.42,0,0,0,0,"http://fightmetric.com/fighter-details/dfb965c9824425db"
"Cynthia","Calvillo",NA,"4-0-0",4,0,0,64,115,64,"Orthodox",3.92,0.5,2.11,0.75,4.52,1,1,13.6,"http://fightmetric.com/fighter-details/98215d037be5bcb7"
"Darrion","Caldwell","The Wolf","8-0-0",8,0,0,70,135,NA,NA,0.85,0.34,0.57,0.6,3.41,0.66,1,0.8,"http://fightmetric.com/fighter-details/b7dc25ee40ee8334"
"Joanne","Calderwood","JoJo","11-2-0",11,2,0,66,125,65,NA,6.92,0.54,4.65,0.44,2.46,0.57,0.66,0,"http://fightmetric.com/fighter-details/12f91bfa8f1f723b"
"Travis","Calanoc","The Dark Knight","5-1-0",5,1,0,68,145,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/90d28fee0af74f2d"
"Alex","Caceres","Bruce Leeroy","12-10-0",12,10,0,70,145,73,"Southpaw",3.72,0.49,2.49,0.63,0.68,0.81,0.56,0.9,"http://fightmetric.com/fighter-details/7aa3d6964eff4877"
"Alvin","Cacdac",NA,"16-11-0",16,11,0,66,125,NA,"Orthodox",1.21,0.66,0.61,0,0,0,0,0,"http://fightmetric.com/fighter-details/ce7871949b0ed2bf"
"Yan","Cabral",NA,"12-3-0",12,3,0,71,155,73,"Orthodox",2.02,0.47,1.98,0.62,2.89,0.35,0.37,1.2,"http://fightmetric.com/fighter-details/7cdd3e5d3aa9cb39"
"Matt","Dwyer",NA,"8-4-0",8,4,0,76,170,76,"Orthodox",2.57,0.34,3.24,0.54,0.44,0.1,0.6,0,"http://fightmetric.com/fighter-details/8f0d576beba1cfcd"
"Bill","Duvall",NA,"1-2-0",1,2,0,74,185,NA,"Southpaw",0,0,2.4,0.4,0,0,0,0,"http://fightmetric.com/fighter-details/7df4d3c38792b083"
"Luiz","Dutra","Besouro","11-4-1",11,4,1,71,170,71,"Orthodox",3.92,0.5,4.8,0.41,0,0,1,0,"http://fightmetric.com/fighter-details/2153a7f8396a46cc"
"Reuben","Duran",NA,"8-5-1",8,5,1,67,135,69,"Orthodox",3.19,0.49,2.61,0.5,0.98,0.23,0.25,0.7,"http://fightmetric.com/fighter-details/4417980b3e798abf"
"Tom","Duquesnoy","Fire Kid","14-1-0",14,1,0,67,135,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/e979c76341f19b22"
"Alex","Dunworth",NA,"2-2-0",2,2,0,68,155,NA,NA,1.94,0.31,8.71,0.35,0,0,0.5,0,"http://fightmetric.com/fighter-details/31732a614e7a3d1d"
"Evan","Dunham",NA,"18-6-0",18,6,0,70,155,70,"Southpaw",5.68,0.39,3.38,0.63,1.91,0.34,0.8,1.1,"http://fightmetric.com/fighter-details/e5c9de15bb58b1c6"
"Kelly","Dullanty","Psycho","4-2-0",4,2,0,68,155,NA,"Orthodox",0,0,0.67,0.75,0,0,0.66,0,"http://fightmetric.com/fighter-details/1a225f04aa6e0739"
"Jessamyn","Duke","The Gun","3-3-0",3,3,0,71,135,73,NA,4.83,0.53,4.43,0.57,1.27,0.36,0.5,1.9,"http://fightmetric.com/fighter-details/a7ddae0be8b78147"
"Alexis","Dufresne","Sneaky Zebra","5-4-0",5,4,0,69,135,68,"Orthodox",1.33,0.27,3.33,0.6,1.5,0.5,0.5,0,"http://fightmetric.com/fighter-details/4ae4049426e0161d"
"Joe","Duffy","Irish","16-2-0",16,2,0,70,155,73,"Orthodox",3.23,0.33,3.23,0.52,0,0,0.71,1.3,"http://fightmetric.com/fighter-details/654ae722109a0d31"
"Todd","Duffee",NA,"9-3-0",9,3,0,75,260,79,"Orthodox",5.58,0.35,2.61,0.6,0,0,0.9,0,"http://fightmetric.com/fighter-details/bda04c573563cc2e"
"Adin","Duenas",NA,"3-1-0",3,1,0,66,145,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/cb6c45b26b0a877a"
"Milana","Dudieva",NA,"11-5-0",11,5,0,63,135,61,"Orthodox",0.87,0.31,3.43,0.58,2.34,0.45,0,0,"http://fightmetric.com/fighter-details/072a10e85f7d4bff"
"Joe","Duarte",NA,"10-3-0",10,3,0,NA,155,NA,NA,2.27,0.38,4,0.53,3,0.5,0.69,1,"http://fightmetric.com/fighter-details/454c3e9d4cd4a1b3"
"Antonio","Duarte","Tigre","15-4-0",15,4,0,67,135,NA,NA,4.55,0.4,4.18,0.57,0,0,0.6,0,"http://fightmetric.com/fighter-details/29b5d32584e02d8d"
"Hugo","Duarte",NA,"6-3-0",6,3,0,72,240,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/706404da0775dcbc"
"Robert","Drysdale",NA,"6-0-0",6,0,0,75,205,78,"Orthodox",0,0,0,0,7.32,1,0,21.9,"http://fightmetric.com/fighter-details/d2a9be6bf2de624c"
"Tomasz","Drwal","Gorilla","19-4-1",19,4,1,73,205,76,"Orthodox",3.29,0.38,2.26,0.57,3.55,0.6,0.82,0.4,"http://fightmetric.com/fighter-details/679a9054e2815943"
"Chris","Drumm",NA,"0-1-0",0,1,0,68,145,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/5fd834edd92c9e50"
"Edson","Drago",NA,"9-4-0",9,4,0,76,220,NA,"Orthodox",1.16,0.4,2.39,0.36,0,0,0.55,0,"http://fightmetric.com/fighter-details/f9c7fe2682af3802"
"John","Doyle","The Iron Bull","11-20-0",11,20,0,71,205,NA,"Orthodox",3.5,0.44,10.51,0.27,0,0,0,0,"http://fightmetric.com/fighter-details/0509b954421bb327"
"Derek","Downey",NA,"11-4-0",11,4,0,73,185,NA,"Orthodox",0.32,1,3.36,0.12,2.4,0.16,0,0,"http://fightmetric.com/fighter-details/b05086131c6f5dc5"
"Danny","Downes",NA,"8-3-0",8,3,0,72,155,72,"Orthodox",1.66,0.34,3.53,0.37,0,0,0.37,0.5,"http://fightmetric.com/fighter-details/a66395395b5f1394"
"Jordan","Dowdy",NA,"2-1-0",2,1,0,NA,170,NA,NA,2.11,0.44,2.63,0.5,0,0,0,0,"http://fightmetric.com/fighter-details/0d9312337fdce39a"
"John","Dowdy",NA,"0-2-0",0,2,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/e780ccc79a209985"
"Damion","Douglas",NA,"4-1-0",4,1,0,NA,170,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/ce3b669e39418414"
"David","Douglas","Tarzan","8-3-0",8,3,0,71,155,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/7cf0944b88966118"
"Tiago","Trator","Trator","20-6-2",20,6,2,69,145,70,"Orthodox",3.69,0.35,4.23,0.59,0.63,0.11,0.33,0.3,"http://fightmetric.com/fighter-details/8ce87f7e3a9baed2"
"Antonio","Dos Santos","Junior Alpha","6-3-0",6,3,0,70,185,72,"Orthodox",5.4,0.51,3.94,0.43,0,0,1,0,"http://fightmetric.com/fighter-details/81b8b3fb019dc69d"
"Geronimo","dos Santos","Mondragon","31-14-0",31,14,0,75,264,NA,"Orthodox",1.09,0.33,8.73,0.41,0,0,0.33,0,"http://fightmetric.com/fighter-details/b51f6791c794e289"
"Junior","Dos Santos","Cigano","18-4-0",18,4,0,76,238,77,"Orthodox",4.89,0.48,3.22,0.55,0.41,0.62,0.8,0.1,"http://fightmetric.com/fighter-details/63def5a5662a6917"
"Rafael","Dos Anjos",NA,"25-9-0",25,9,0,68,155,70,"Southpaw",3.24,0.41,3.07,0.64,2.33,0.41,0.67,0.7,"http://fightmetric.com/fighter-details/6a2f7c151031653d"
"Houston","Dorr",NA,"1-2-0",1,2,0,73,210,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/312f47c3d2f83ffa"
"Cody","Donovan","Donnybrook","8-5-0",8,5,0,75,205,74,"Orthodox",5.61,0.59,5.44,0.45,1.67,0.28,0,1.7,"http://fightmetric.com/fighter-details/7bc96507e4b38d3b"
"John","Donaldson","J.T.","1-1-0",1,1,0,68,145,NA,NA,1.21,0.23,4.22,0.51,0,0,0,0,"http://fightmetric.com/fighter-details/1c610f900f9884ab"
"OJ","Dominguez",NA,"0-1-0",0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/1a50e734bb54861a"
"Dennis","Dombrow",NA,"2-2-0",2,2,0,NA,145,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/4145caa2c999fbac"
"CB","Dollaway","The Doberman","16-9-0",16,9,0,74,205,76,"Orthodox",2.71,0.45,2.48,0.57,3.45,0.5,0.83,1,"http://fightmetric.com/fighter-details/5d7bdab5e03e3216"
"Cameron","Dollar",NA,"9-4-0",9,4,0,71,155,NA,"Orthodox",5.04,0.38,2.94,0.61,0,0,0,0,"http://fightmetric.com/fighter-details/3bbcd63a016d9715"
"Mike","Dolce","Skull Cracker","5-10-0",5,10,0,71,185,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/29b5791e51e7e832"
"Joe","Doerksen","El Dirte","47-16-0",47,16,0,72,185,75,"Orthodox",1.43,0.42,2.79,0.5,2.02,0.33,0.33,2.3,"http://fightmetric.com/fighter-details/dbaaf42313af90fa"
"John","Dodson","The Magician","19-8-0",19,8,0,63,135,66,"Orthodox",3.34,0.4,3.46,0.62,0.8,0.29,0.84,0,"http://fightmetric.com/fighter-details/99506df1af6c8b3b"
"David","Dodd",NA,"4-7-0",4,7,0,74,200,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/c2a7623f398d9bd7"
"Drew","Dober",NA,"17-8-0",17,8,0,68,155,70,"Southpaw",3.33,0.33,3.99,0.55,1.15,0.16,0.66,0.2,"http://fightmetric.com/fighter-details/519e4fe37ce9ff75"
"Russell","Doane",NA,"14-7-0",14,7,0,67,135,70,"Orthodox",1.92,0.41,1.69,0.56,2.44,0.43,0.56,1,"http://fightmetric.com/fighter-details/f50d95223751e6ca"
"Anthony","Do",NA,"2-0-0",2,0,0,64,125,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/7c9aeba0c4d4bd78"
"John","Dixson","Big John","15-22-0",15,22,0,72,275,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/ad4e9055bf8cd04d"
"Helio","Dipp",NA,"6-3-0",6,3,0,77,185,NA,"Orthodox",0.6,0.25,1.8,0.62,0,0,0.5,0,"http://fightmetric.com/fighter-details/73eb2a552c92a821"
"Rodolfo Marques","Diniz",NA,"14-1-1",14,1,1,66,135,NA,NA,1.08,0.32,2.36,0.33,0,0,0.5,1.8,"http://fightmetric.com/fighter-details/2d2239d0f6fa83dd"
"Drew","Dimanlig",NA,"3-3-0",3,3,0,NA,185,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/cc2ad11b1f9d818b"
"Ralph","Dillon","Rage","0-1-1",0,1,1,74,205,NA,"Orthodox",0.34,0.14,0.69,0.6,0,0,0,0,"http://fightmetric.com/fighter-details/b4f7a2d8ecc5e0c3"
"TJ","Dillashaw",NA,"15-3-0",15,3,0,66,135,67,"Orthodox",5.38,0.41,2.94,0.66,1.8,0.38,0.85,1,"http://fightmetric.com/fighter-details/c849740a3ff51931"
"Seth","Dikun",NA,"7-4-0",7,4,0,70,135,69,"Orthodox",1.45,0.26,2.18,0.55,0,0,0.45,0.9,"http://fightmetric.com/fighter-details/eb42d4febfafefd1"
"Kyle","Dietz",NA,"5-2-0",5,2,0,68,135,NA,"Orthodox",1.82,0.45,2.08,0.62,0,0,0,0,"http://fightmetric.com/fighter-details/31da66df48c0c1a0"
"Josh","Diekmann","The Freight Train","15-6-0",15,6,0,64,246,NA,NA,0.94,0.08,4.69,0.54,0,0,0,0,"http://fightmetric.com/fighter-details/414bddf0c80c41e1"
"Mark","Dickman","Tricky","10-2-0",10,2,0,69,145,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/2482ef3331a82e75"
"Ryan","Diaz",NA,"13-13-0",13,13,0,NA,145,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/ceee5dd37253199a"
"Michael","Diaz",NA,"1-3-0",1,3,0,NA,260,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/5e7a48e469770615"
"Nate","Diaz",NA,"20-11-0",20,11,0,72,170,76,"Southpaw",4.64,0.44,3.69,0.54,1.17,0.3,0.45,1.4,"http://fightmetric.com/fighter-details/8355922d564b152c"
"Nick","Diaz",NA,"26-9-0",26,9,0,73,185,76,"Southpaw",5.43,0.42,3.56,0.61,1.32,0.33,0.6,1,"http://fightmetric.com/fighter-details/f57a8a52ca401ed9"
"Hacran","Dias","Barnabe","23-5-1",23,5,1,68,145,69,"Orthodox",2.07,0.44,2.82,0.56,2.86,0.41,0.77,0.4,"http://fightmetric.com/fighter-details/ed209f6618c82e41"
"Rafael","Dias",NA,"15-8-2",15,8,2,69,145,NA,"Orthodox",1.13,0.27,2.19,0.6,3.17,0.47,1,1.2,"http://fightmetric.com/fighter-details/b5abaa65f87938eb"
"Eldo Xavier","Dias",NA,"0-1-0",0,1,0,71,180,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/ee5df903f80c6816"
"Marc","Diakiese","Bonecrusher","12-0-0",12,0,0,70,155,73,"Orthodox",2.5,0.4,1.67,0.6,4.17,0.5,0.66,0,"http://fightmetric.com/fighter-details/32c355b04fc57f3a"
"Thomas","Diagne",NA,"5-4-1",5,4,1,73,154,NA,NA,4.53,0.48,4.53,0.63,2,1,0.66,0,"http://fightmetric.com/fighter-details/8567466ae167216b"
"Cyrille","Diabate","The Snake","20-10-3",20,10,3,78,205,81,"Southpaw",4.06,0.71,1.78,0.6,1.17,0.83,0.53,0.2,"http://fightmetric.com/fighter-details/43563a32c3f10e95"
"Alessio","Di Chirico","Manzo","10-2-0",10,2,0,72,185,74,"Orthodox",3.94,0.44,3.2,0.62,1.86,0.44,0.75,0,"http://fightmetric.com/fighter-details/77d7295d1b22c694"
"Edwin","DeWees","Babyface","37-15-0",37,15,0,73,185,NA,"Orthodox",1.53,0.33,6.19,0.39,2.18,0.66,0,3.3,"http://fightmetric.com/fighter-details/75bbd2206a15319f"
"John","Devine",NA,"6-4-0",6,4,0,NA,NA,NA,NA,1.52,0.18,2.28,0.57,0,0,0,0,"http://fightmetric.com/fighter-details/2bcc39af95d6f2e8"
"Cory","Devela","The One","11-5-0",11,5,0,60,185,NA,"Orthodox",4.07,0.41,4,0.47,1.07,0.12,0.62,0,"http://fightmetric.com/fighter-details/48544433372ecfa6"
"Tony","DeSouza",NA,"10-4-0",10,4,0,72,170,70,"Southpaw",1.12,0.52,1.57,0.41,2.25,0.42,0.4,1.5,"http://fightmetric.com/fighter-details/6ad9058b7c7898b0"
"Booker","DeRousse",NA,"3-5-0",3,5,0,74,205,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/f2c91b67f71bbeab"
"Jason","Dent","Dynamite","21-12-0",21,12,0,70,155,71,"Orthodox",2.01,0.39,3.7,0.62,0,0,0.26,1.4,"http://fightmetric.com/fighter-details/fa8b9e6b0c2269f8"
"Thomas","Denny","The Wildman","27-19-1",27,19,1,70,170,NA,"Orthodox",2.26,0.33,5.94,0.43,0.97,0.5,0.44,0,"http://fightmetric.com/fighter-details/a11a6ee8eeb03c18"
"Nick","Denis","The Ninja of Love","11-3-0",11,3,0,67,135,NA,"Orthodox",6.54,0.53,5.42,0.36,2.8,1,0.8,0,"http://fightmetric.com/fighter-details/e4aaaa34535e32b6"
"Chris","Dempsey",NA,"11-4-0",11,4,0,70,185,72,"Orthodox",2.25,0.32,2.82,0.65,2.64,0.23,0.16,0,"http://fightmetric.com/fighter-details/dfae5da5676e4194"
"Justin","DeMoney",NA,"13-5-1",13,5,1,NA,170,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/985bca5a097fb3f4"
"Jason","DeLucia",NA,"33-21-1",33,21,1,71,190,NA,"Southpaw",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/6ceff86fae4f6b3b"
"Jon","Delos Reyes","The Heat","8-5-0",8,5,0,66,125,67,"Orthodox",2.99,0.38,4.14,0.51,3.2,0.83,0.55,1.9,"http://fightmetric.com/fighter-details/0d0351c20169a499"
"Roland","Delorme",NA,"9-4-0",9,4,0,69,135,71,"Orthodox",2.28,0.44,4.32,0.4,2.51,0.34,0.42,1.6,"http://fightmetric.com/fighter-details/173acb3f920082b8"
"Israel","Delgado",NA,"0-2-0",0,2,0,70,155,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/01f4bcd26ac08ad5"
"Rolando","Delgado","Roli","11-5-1",11,5,1,75,155,77,"Orthodox",1.56,0.4,1.83,0.62,1.17,0.22,0,3.5,"http://fightmetric.com/fighter-details/37b1696e6d115957"
"Humberto","DeLeon",NA,"6-5-0",6,5,0,NA,135,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/bfaf4c87936b4fae"
"Shane","del Rosario",NA,"11-2-0",11,2,0,76,250,79,"Southpaw",3.93,0.6,2.97,0.54,1.2,0.4,0.16,2.4,"http://fightmetric.com/fighter-details/85980f5da429c0a6"
"Issac","DeJesus",NA,"9-3-0",9,3,0,NA,145,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/0e2c2daf11b5d8f2"
"Tom","DeBlass",NA,"7-2-0",7,2,0,72,185,75,"Orthodox",1.5,0.35,4.43,0.37,1,0.5,0.28,0.5,"http://fightmetric.com/fighter-details/0bcfe2513cb3bc39"
"Crezio","de Souza",NA,"1-2-0",1,2,0,NA,170,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/3746e21bb508391a"
